strategy,ticker,tf,rr,stop_mult,target_mult,long_only,n_trades,win_rate_pct,avg_r,expectancy_r,profit_factor,net_pnl_dollars,trades_per_day,max_consec_losses,max_dd_dollars,max_dd_pct,recovery_days,sharpe_R,kelly_pct,slip_atr_frac,survival_score,n_train,n_test,test_win_rate_pct,test_avg_r
ema_cross_9_20,NZDUSD,M15,1.0,1.5,1.5,True,177,49.72,-0.5936,-0.5936,0.29,-822.9,1.535,7,829.27,0.83,,-0.585,-0.56,0.05,-100.0,103,74,48.65,-0.6473
ema_cross_9_20,XAUUSD,H1,1.0,1.5,1.5,True,167,49.7,-0.0935,-0.0935,0.782,-4807.08,0.336,5,6270.77,6.18,,-0.094,-0.6,0.05,-100.0,102,65,46.15,-0.1495
donchian_20,USDJPY,M15,1.0,1.5,1.5,True,332,49.7,-0.5165,-0.5165,0.338,-1597.99,2.879,10,1621.65,1.62,,-0.514,-0.6,0.05,-100.0,205,127,48.03,-0.6117
donchian_55,XAGUSD,H1,1.0,1.5,1.5,True,230,49.57,-0.0997,-0.0997,0.85,-5830.1,0.463,7,8663.53,8.45,,-0.099,-0.87,0.05,-100.0,132,98,52.04,-0.0363
rsi_30_70,XPDUSD,M15,1.0,1.5,1.5,True,89,49.44,-0.103,-0.103,0.724,-2876.22,0.722,5,3871.12,3.87,,-0.103,-1.12,0.05,-100.0,51,38,60.53,0.1099
donchian_20,XPTUSD,D1,1.0,1.5,1.5,True,87,49.43,-0.0894,-0.0894,0.765,-5551.82,0.031,5,7175.99,7.08,,-0.089,-1.15,0.05,-100.0,55,32,56.25,0.0476
ema_cross_9_20,XAGUSD,H1,1.0,1.5,1.5,True,170,49.41,-0.1032,-0.1032,0.91,-2755.35,0.342,5,10461.48,9.79,,-0.103,-1.18,0.05,-100.0,107,63,55.56,0.038
donchian_20,USDSEK,D1,1.0,1.5,1.5,True,79,49.37,-0.1069,-0.1069,0.757,-1805.93,0.028,5,2961.99,2.93,,-0.106,-1.27,0.05,-100.0,47,32,40.62,-0.2776
donchian_20,EURUSD,D1,1.0,1.5,1.5,True,73,49.32,-0.1173,-0.1173,0.816,-863.81,0.026,6,2192.11,2.19,,-0.116,-1.37,0.05,-100.0,45,28,64.29,0.1818
ema_pullback_20_50,XAUUSD,H1,1.0,1.5,1.5,True,731,49.25,-0.1777,-0.1777,0.792,-12651.98,1.471,7,13039.09,13.01,,-0.176,-1.5,0.05,-100.0,454,277,47.29,-0.1937
ema_cross_12_26,EURJPY,M15,1.0,1.5,1.5,True,130,49.23,-0.5072,-0.5072,0.341,-663.1,1.127,8,669.69,0.67,,-0.508,-1.54,0.05,-100.0,82,48,56.25,-0.4283
ema_cross_12_26,USDCAD,H1,1.0,1.5,1.5,True,124,49.19,-0.3722,-0.3722,0.453,-734.57,0.264,5,818.1,0.82,,-0.37,-1.61,0.05,-100.0,87,37,62.16,-0.1305
donchian_20,FRA40.cash,D1,1.0,1.5,1.5,True,61,49.18,-0.3228,-0.3228,0.505,-354.39,0.032,5,354.39,0.35,,-0.32,-1.64,0.05,-100.0,37,24,33.33,-0.6269
ema_cross_9_20,USDSEK,M15,1.0,1.5,1.5,True,179,49.16,-0.3746,-0.3746,0.5,-907.6,1.552,4,907.6,0.91,,-0.371,-1.68,0.05,-100.0,108,71,52.11,-0.29
ema_pullback_20_50,USDJPY,D1,1.0,1.5,1.5,True,175,49.14,-0.2209,-0.2209,0.802,-1282.53,0.062,7,1584.4,1.58,,-0.216,-1.71,0.05,-100.0,110,65,55.38,-0.0515
donchian_20,GBPJPY,M15,1.0,1.5,1.5,True,340,49.12,-0.4173,-0.4173,0.432,-1771.59,2.947,8,1800.04,1.8,,-0.416,-1.76,0.05,-100.0,200,140,50.0,-0.4499
rsi_30_70,XAUUSD,M15,1.0,1.5,1.5,True,104,49.04,-0.1043,-0.1043,0.888,-1783.61,0.844,5,4671.28,4.55,,-0.104,-1.92,0.05,-100.0,50,54,40.74,-0.2724
ema_cross_12_26,USDCAD,M15,1.0,1.5,1.5,True,145,48.97,-0.6284,-0.6284,0.27,-585.78,1.257,5,602.44,0.6,,-0.611,-2.07,0.05,-100.0,89,56,48.21,-0.6484
ema_cross_9_20,USDJPY,M15,1.0,1.5,1.5,True,188,48.94,-0.5337,-0.5337,0.364,-867.95,1.63,6,910.58,0.91,,-0.522,-2.13,0.05,-100.0,113,75,48.0,-0.6159
ema_cross_12_26,GBPUSD,H1,1.0,1.5,1.5,True,135,48.89,-0.2435,-0.2435,0.639,-821.99,0.288,5,957.52,0.96,,-0.243,-2.22,0.05,-100.0,79,56,44.64,-0.3292
ema_cross_9_20,XAUUSD,D1,1.0,1.5,1.5,True,43,48.84,-0.1019,-0.1019,0.996,-36.61,0.015,4,2626.7,2.56,,-0.101,-2.33,0.05,-100.0,28,15,53.33,-0.008
donchian_55,GER40.cash,D1,1.0,1.5,1.5,True,43,48.84,-0.1924,-0.1924,0.624,-434.85,0.015,6,489.96,0.49,,-0.191,-2.33,0.05,-100.0,18,25,52.0,-0.1284
rsi_30_70,USDSEK,M15,1.0,1.5,1.5,True,86,48.84,-0.3462,-0.3462,0.506,-497.36,0.746,8,592.33,0.59,,-0.346,-2.33,0.05,-100.0,55,31,58.06,-0.127
ema_cross_9_20,XPDUSD,D1,1.0,1.5,1.5,True,41,48.78,-0.0958,-0.0958,0.518,-14136.69,0.014,4,15956.84,15.67,,-0.095,-2.44,0.05,-100.0,25,16,50.0,-0.0731
donchian_20,XAUUSD,M15,1.0,1.5,1.5,True,316,48.73,-0.116,-0.116,0.846,-5249.4,2.566,7,7500.7,7.44,,-0.116,-2.53,0.05,-100.0,206,110,49.09,-0.1088
ema_cross_12_26,NZDUSD,D1,1.0,1.5,1.5,True,39,48.72,-0.1103,-0.1103,0.814,-357.56,0.014,4,680.94,0.68,,-0.11,-2.56,0.05,-100.0,20,19,42.11,-0.215
donchian_55,FRA40.cash,D1,1.0,1.5,1.5,True,39,48.72,-0.3463,-0.3463,0.495,-214.99,0.02,6,234.12,0.23,,-0.342,-2.56,0.05,-100.0,23,16,25.0,-0.8077
donchian_20,US100.cash,H1,1.0,1.5,1.5,True,343,48.69,-0.5052,-0.5052,0.432,-1534.63,0.689,10,1552.34,1.55,,-0.494,-2.62,0.05,-100.0,212,131,51.91,-0.398
donchian_20,NZDUSD,D1,1.0,1.5,1.5,True,74,48.65,-0.1238,-0.1238,0.821,-690.99,0.026,4,1329.45,1.32,,-0.124,-2.7,0.05,-100.0,48,26,38.46,-0.3062
ema_cross_12_26,NZDUSD,H1,1.0,1.5,1.5,True,136,48.53,-0.3626,-0.3626,0.537,-665.09,0.29,5,747.32,0.75,,-0.358,-2.94,0.05,-100.0,86,50,46.0,-0.4205
ema_cross_9_20,GBPUSD,H1,1.0,1.5,1.5,True,159,48.43,-0.2559,-0.2559,0.619,-1010.14,0.339,6,1203.29,1.2,,-0.255,-3.14,0.05,-100.0,89,70,35.71,-0.515
ema_cross_12_26,EURUSD,H1,1.0,1.5,1.5,True,126,48.41,-0.2922,-0.2922,0.573,-789.91,0.268,6,860.31,0.86,,-0.291,-3.17,0.05,-100.0,77,49,48.98,-0.32
ema_cross_9_20,USDCHF,H1,1.0,1.5,1.5,True,184,48.37,-0.2907,-0.2907,0.577,-1153.41,0.392,5,1168.49,1.17,,-0.29,-3.26,0.05,-100.0,109,75,44.0,-0.3929
donchian_20,AUDUSD,M15,1.0,1.5,1.5,True,329,48.33,-0.5562,-0.5562,0.34,-1627.96,2.853,7,1635.94,1.64,,-0.547,-3.34,0.05,-100.0,201,128,49.22,-0.53
ema_cross_12_26,NZDUSD,M15,1.0,1.5,1.5,True,137,48.18,-0.6349,-0.6349,0.26,-674.29,1.188,7,674.87,0.67,,-0.624,-3.65,0.05,-100.0,81,56,44.64,-0.7345
ema_pullback_20_50,USDCHF,D1,1.0,1.5,1.5,True,164,48.17,-0.2174,-0.2174,0.716,-2323.03,0.058,7,2467.93,2.47,,-0.213,-3.66,0.05,-100.0,97,67,47.76,-0.2213
rsi_30_70,USDCHF,M15,1.0,1.5,1.5,True,81,48.15,-0.435,-0.435,0.427,-433.07,0.702,5,465.76,0.47,,-0.432,-3.7,0.05,-100.0,47,34,50.0,-0.408
rsi_30_70,USDJPY,M15,1.0,1.5,1.5,True,81,48.15,-0.4599,-0.4599,0.346,-554.71,0.702,9,576.64,0.58,,-0.461,-3.7,0.05,-100.0,45,36,55.56,-0.3703
ema_cross_9_20,AUDUSD,H1,1.0,1.5,1.5,True,185,48.11,-0.3504,-0.3504,0.537,-1005.63,0.394,5,1109.61,1.11,,-0.348,-3.78,0.05,-100.0,115,70,47.14,-0.3651
ema_cross_12_26,USDCNH,H1,1.0,1.5,1.5,True,131,48.09,-0.6348,-0.6348,0.313,-628.15,0.279,6,635.04,0.64,,-0.616,-3.82,0.05,-100.0,81,50,40.0,-0.8338
ema_cross_9_20,GBPJPY,M15,1.0,1.5,1.5,True,175,48.0,-0.4343,-0.4343,0.438,-937.38,1.517,8,958.41,0.96,,-0.431,-4.0,0.05,-100.0,101,74,52.7,-0.3867
donchian_20,NZDUSD,H1,1.0,1.5,1.5,True,319,47.96,-0.3726,-0.3726,0.511,-1700.65,0.68,8,1721.29,1.72,,-0.37,-4.08,0.05,-100.0,187,132,43.94,-0.4633
ema_cross_9_20,NZDUSD,H1,1.0,1.5,1.5,True,171,47.95,-0.3716,-0.3716,0.53,-861.59,0.364,6,956.92,0.96,,-0.367,-4.09,0.05,-100.0,105,66,42.42,-0.4844
ema_cross_9_20,EURUSD,H1,1.0,1.5,1.5,True,167,47.9,-0.2997,-0.2997,0.555,-1120.12,0.356,6,1233.74,1.23,,-0.299,-4.19,0.05,-100.0,101,66,43.94,-0.4129
ema_pullback_20_50,EURJPY,H1,1.0,1.5,1.5,True,706,47.88,-0.4535,-0.4535,0.53,-3474.59,1.504,8,3559.02,3.56,,-0.434,-4.25,0.05,-100.0,432,274,48.91,-0.4519
ema_pullback_20_50,GBPJPY,H1,1.0,1.5,1.5,True,703,47.8,-0.4099,-0.4099,0.56,-4099.76,1.498,7,4179.13,4.18,,-0.399,-4.41,0.05,-100.0,376,327,46.79,-0.4504
rsi_30_70,EURGBP,H1,1.0,1.5,1.5,True,88,47.73,-0.3744,-0.3744,0.503,-473.0,0.188,6,516.74,0.52,,-0.369,-4.55,0.05,-100.0,58,30,50.0,-0.3424
ema_cross_9_20,XPTUSD,H1,1.0,1.5,1.5,True,170,47.65,-0.1444,-0.1444,1.004,69.14,0.342,6,3747.24,3.75,126.5,-0.144,-4.71,0.05,-100.0,105,65,58.46,0.0894
donchian_55,NZDUSD,H1,1.0,1.5,1.5,True,191,47.64,-0.3797,-0.3797,0.533,-952.38,0.407,18,1148.23,1.15,,-0.375,-4.71,0.05,-100.0,107,84,38.1,-0.5881
ema_cross_12_26,USDJPY,H1,1.0,1.5,1.5,True,122,47.54,-0.3003,-0.3003,0.489,-1002.82,0.26,5,1065.97,1.07,,-0.301,-4.92,0.05,-100.0,70,52,50.0,-0.2744
ema_pullback_20_50,XAUUSD,M15,1.0,1.5,1.5,True,629,47.54,-0.2185,-0.2185,0.807,-8629.97,5.107,9,10481.56,10.31,,-0.217,-4.93,0.05,-100.0,419,210,47.14,-0.2385
donchian_20,USDJPY,H1,1.0,1.5,1.5,True,343,47.52,-0.3105,-0.3105,0.538,-2308.77,0.731,9,2322.26,2.32,,-0.31,-4.96,0.05,-100.0,193,150,50.67,-0.272
ema_cross_12_26,XPTUSD,H1,1.0,1.5,1.5,True,139,47.48,-0.1475,-0.1475,1.077,1034.1,0.279,8,3112.79,3.11,37.7,-0.147,-5.04,0.05,-100.0,86,53,56.6,0.0525
rsi_30_70,XAGUSD,H1,1.0,1.5,1.5,True,78,47.44,-0.1342,-0.1342,0.754,-6498.67,0.157,10,10792.84,10.73,,-0.133,-5.13,0.05,-100.0,40,38,44.74,-0.1768
rsi_30_70,USDCAD,M15,1.0,1.5,1.5,True,97,47.42,-0.7008,-0.7008,0.236,-429.79,0.841,6,442.91,0.44,,-0.68,-5.15,0.05,-100.0,52,45,42.22,-0.8212
rsi_30_70,US30.cash,H1,1.0,1.5,1.5,True,110,47.27,-0.3476,-0.3476,0.489,-783.24,0.221,6,808.83,0.81,,-0.345,-5.45,0.05,-100.0,59,51,47.06,-0.3511
ema_cross_12_26,AUDUSD,H1,1.0,1.5,1.5,True,144,47.22,-0.3651,-0.3651,0.49,-911.71,0.307,5,1015.25,1.01,,-0.364,-5.56,0.05,-100.0,93,51,37.25,-0.5563
donchian_20,USDCAD,H1,1.0,1.5,1.5,True,322,47.2,-0.4169,-0.4169,0.45,-1840.37,0.686,12,1872.15,1.87,,-0.415,-5.59,0.05,-100.0,199,123,47.15,-0.4351
donchian_20,HK50.cash,D1,1.0,1.5,1.5,True,53,47.17,-0.5513,-0.5513,0.272,-290.04,0.027,4,299.98,0.3,,-0.562,-5.66,0.05,-100.0,24,29,48.28,-0.5295
ema_pullback_20_50,USDCNH,D1,1.0,1.5,1.5,True,51,47.06,-0.3765,-0.3765,0.522,-550.11,0.06,7,608.01,0.61,,-0.38,-5.88,0.05,-100.0,45,6,0.0,-1.2641
ema_cross_12_26,XAUUSD,M15,1.0,1.5,1.5,True,132,46.97,-0.1507,-0.1507,0.819,-2697.35,1.072,8,4065.33,4.03,,-0.15,-6.06,0.05,-100.0,76,56,46.43,-0.162
donchian_55,USDJPY,H1,1.0,1.5,1.5,True,211,46.92,-0.3297,-0.3297,0.525,-1427.76,0.45,5,1446.06,1.45,,-0.329,-6.16,0.05,-100.0,112,99,49.49,-0.3047
ema_cross_12_26,GBPJPY,H1,1.0,1.5,1.5,True,145,46.9,-0.2748,-0.2748,0.576,-1181.23,0.309,6,1320.64,1.32,,-0.274,-6.21,0.05,-100.0,90,55,43.64,-0.349
donchian_55,US100.cash,H1,1.0,1.5,1.5,True,224,46.88,-0.5646,-0.5646,0.327,-1168.64,0.45,7,1207.84,1.21,,-0.561,-6.25,0.05,-100.0,136,88,47.73,-0.4886
donchian_55,GBPJPY,H1,1.0,1.5,1.5,True,203,46.8,-0.2861,-0.2861,0.558,-1617.75,0.433,7,1745.81,1.74,,-0.286,-6.4,0.05,-100.0,110,93,47.31,-0.2879
ema_cross_9_20,USDCNH,H1,1.0,1.5,1.5,True,169,46.75,-0.6713,-0.6713,0.272,-877.15,0.36,9,889.17,0.89,,-0.657,-6.51,0.05,-100.0,107,62,37.1,-0.9178
ema_pullback_20_50,GBPUSD,D1,1.0,1.5,1.5,True,199,46.73,-0.2348,-0.2348,0.761,-2810.84,0.071,6,3814.0,3.81,,-0.231,-6.53,0.05,-100.0,110,89,48.31,-0.2057
ema_cross_9_20,USDCAD,D1,1.0,1.5,1.5,True,45,46.67,-0.1812,-0.1812,0.601,-1017.94,0.016,4,1090.56,1.09,,-0.18,-6.67,0.05,-100.0,25,20,40.0,-0.321
ema_pullback_20_50,GER40.cash,D1,1.0,1.5,1.5,True,165,46.67,-0.3605,-0.3605,0.56,-1410.54,0.056,7,1540.49,1.54,,-0.349,-6.67,0.05,-100.0,86,79,50.63,-0.2794
donchian_55,USDJPY,D1,1.0,1.5,1.5,True,60,46.67,-0.1814,-0.1814,0.661,-1191.4,0.021,4,1200.77,1.2,,-0.18,-6.67,0.05,-100.0,30,30,46.67,-0.1715
donchian_20,USDSEK,M15,1.0,1.5,1.5,True,328,46.65,-0.411,-0.411,0.477,-1882.46,2.844,8,1890.86,1.89,,-0.406,-6.71,0.05,-100.0,197,131,44.27,-0.4424
ema_pullback_20_50,XPTUSD,M15,1.0,1.5,1.5,True,652,46.63,-0.2266,-0.2266,0.773,-12108.44,5.293,9,12208.96,12.2,,-0.225,-6.75,0.05,-100.0,411,241,42.74,-0.3192
ema_pullback_20_50,USDJPY,H1,1.0,1.5,1.5,True,618,46.6,-0.4886,-0.4886,0.485,-3545.56,1.317,7,3590.82,3.59,,-0.462,-6.8,0.05,-100.0,341,277,45.85,-0.5554
donchian_20,USDCAD,D1,1.0,1.5,1.5,True,86,46.51,-0.1859,-0.1859,0.671,-1476.34,0.031,5,1670.72,1.67,,-0.185,-6.98,0.05,-100.0,48,38,39.47,-0.3311
rsi_30_70,USDJPY,H1,1.0,1.5,1.5,True,114,46.49,-0.3001,-0.3001,0.522,-979.87,0.243,4,1036.63,1.04,,-0.301,-7.02,0.05,-100.0,78,36,55.56,-0.144
ema_pullback_20_50,EURUSD,D1,1.0,1.5,1.5,True,170,46.47,-0.2561,-0.2561,0.79,-1569.65,0.06,6,2176.45,2.17,,-0.252,-7.06,0.05,-100.0,87,83,46.99,-0.2491
rsi_30_70,EURGBP,M15,1.0,1.5,1.5,True,84,46.43,-0.6232,-0.6232,0.254,-405.4,0.728,9,417.16,0.42,,-0.625,-7.14,0.05,-100.0,53,31,41.94,-0.7389
ema_pullback_20_50,EURUSD,H1,1.0,1.5,1.5,True,576,46.35,-0.4837,-0.4837,0.568,-2905.05,1.227,10,3042.45,3.04,,-0.455,-7.29,0.05,-100.0,342,234,44.44,-0.5579
ema_pullback_20_50,GBPUSD,H1,1.0,1.5,1.5,True,576,46.35,-0.4504,-0.4504,0.582,-3185.66,1.227,11,3377.21,3.37,,-0.426,-7.29,0.05,-100.0,365,211,43.13,-0.4803
rsi_30_70,USDCHF,H1,1.0,1.5,1.5,True,104,46.15,-0.3136,-0.3136,0.523,-873.34,0.222,4,999.15,1.0,,-0.312,-7.69,0.05,-100.0,67,37,48.65,-0.2848
ema_pullback_20_50,NZDUSD,D1,1.0,1.5,1.5,True,193,46.11,-0.2766,-0.2766,0.629,-2838.49,0.069,6,3001.13,3.0,,-0.276,-7.77,0.05,-100.0,120,73,42.47,-0.3509
ema_cross_12_26,USDCHF,H1,1.0,1.5,1.5,True,139,46.04,-0.3371,-0.3371,0.466,-1199.96,0.296,5,1228.06,1.23,,-0.339,-7.91,0.05,-100.0,85,54,53.7,-0.1961
ema_cross_9_20,USDCAD,M15,1.0,1.5,1.5,True,185,45.95,-0.6633,-0.6633,0.25,-765.65,1.604,10,780.14,0.78,,-0.642,-8.11,0.05,-100.0,111,74,44.59,-0.7264
ema_pullback_20_50,USDSEK,D1,1.0,1.5,1.5,True,159,45.91,-0.2448,-0.2448,0.754,-2842.14,0.056,6,3821.44,3.78,,-0.243,-8.18,0.05,-100.0,88,71,42.25,-0.3167
donchian_55,EURUSD,M15,1.0,1.5,1.5,True,170,45.88,-0.5467,-0.5467,0.344,-985.96,1.474,8,993.77,0.99,,-0.545,-8.24,0.05,-100.0,91,79,48.1,-0.5
donchian_20,USDCHF,D1,1.0,1.5,1.5,True,72,45.83,-0.184,-0.184,0.686,-1694.22,0.026,3,1964.3,1.96,,-0.183,-8.33,0.05,-100.0,45,27,51.85,-0.0635
donchian_55,USDSEK,D1,1.0,1.5,1.5,True,48,45.83,-0.1772,-0.1772,0.642,-1796.26,0.017,4,2403.65,2.39,,-0.176,-8.33,0.05,-100.0,30,18,38.89,-0.3119
ema_cross_12_26,AUDUSD,M15,1.0,1.5,1.5,True,142,45.77,-0.5796,-0.5796,0.304,-799.83,1.231,7,810.36,0.81,,-0.581,-8.45,0.05,-100.0,91,51,39.22,-0.675
ema_cross_9_20,USDSEK,H1,1.0,1.5,1.5,True,177,45.76,-0.2935,-0.2935,0.519,-1763.39,0.377,13,1837.08,1.84,,-0.295,-8.47,0.05,-100.0,105,72,47.22,-0.2736
donchian_55,US500.cash,D1,1.0,1.5,1.5,True,59,45.76,-0.6289,-0.6289,0.275,-297.59,0.031,5,312.56,0.31,,-0.619,-8.47,0.05,-100.0,33,26,46.15,-0.5123
rsi_30_70,XPTUSD,M15,1.0,1.5,1.5,True,94,45.74,-0.1697,-0.1697,0.695,-4805.44,0.763,5,5619.3,5.59,,-0.17,-8.51,0.05,-100.0,50,44,45.45,-0.1819
ema_cross_9_20,FRA40.cash,D1,1.0,1.5,1.5,True,35,45.71,-0.368,-0.368,0.423,-283.0,0.018,3,302.71,0.3,,-0.367,-8.57,0.05,-100.0,19,16,37.5,-0.5296
donchian_55,GBPUSD,M15,1.0,1.5,1.5,True,186,45.7,-0.4688,-0.4688,0.421,-1132.53,1.613,8,1132.53,1.13,,-0.464,-8.6,0.05,-100.0,96,90,48.89,-0.4077
donchian_20,GBPUSD,D1,1.0,1.5,1.5,True,81,45.68,-0.1697,-0.1697,0.696,-2316.21,0.029,6,3159.37,3.15,,-0.17,-8.64,0.05,-100.0,48,33,54.55,0.0178
donchian_20,XPDUSD,M15,1.0,1.5,1.5,True,294,45.58,-0.1834,-0.1834,0.716,-7933.73,2.386,7,8570.44,8.53,,-0.184,-8.84,0.05,-100.0,186,108,43.52,-0.2313
ema_cross_12_26,XPDUSD,M15,1.0,1.5,1.5,True,145,45.52,-0.1847,-0.1847,0.68,-4558.45,1.177,6,5042.3,5.03,,-0.185,-8.97,0.05,-100.0,89,56,44.64,-0.21
ema_cross_9_20,EURJPY,M15,1.0,1.5,1.5,True,176,45.45,-0.5877,-0.5877,0.317,-971.05,1.526,10,996.03,1.0,,-0.581,-9.09,0.05,-100.0,104,72,48.61,-0.5827
ema_cross_12_26,XPDUSD,H1,1.0,1.5,1.5,True,143,45.45,-0.187,-0.187,0.793,-3028.54,0.288,6,5068.74,5.06,,-0.187,-9.09,0.05,-100.0,93,50,54.0,-0.0002
donchian_55,EURGBP,D1,1.0,1.5,1.5,True,33,45.45,-0.1981,-0.1981,0.728,-576.97,0.012,6,1252.71,1.25,,-0.195,-9.09,0.05,-100.0,21,12,41.67,-0.2859
donchian_55,GBPUSD,D1,1.0,1.5,1.5,True,44,45.45,-0.1847,-0.1847,0.712,-1157.95,0.016,4,1271.04,1.27,,-0.183,-9.09,0.05,-100.0,19,25,48.0,-0.1371
ema_cross_9_20,EURGBP,H1,1.0,1.5,1.5,True,183,45.36,-0.4368,-0.4368,0.386,-1258.09,0.39,8,1284.46,1.28,,-0.443,-9.29,0.05,-100.0,106,77,45.45,-0.4518
donchian_20,GBPUSD,M15,1.0,1.5,1.5,True,318,45.28,-0.4944,-0.4944,0.384,-2002.4,2.757,9,2008.68,2.01,,-0.493,-9.43,0.05,-100.0,182,136,49.26,-0.414
donchian_55,USDJPY,M15,1.0,1.5,1.5,True,219,45.21,-0.6132,-0.6132,0.284,-1202.99,1.899,12,1202.99,1.2,,-0.612,-9.59,0.05,-100.0,133,86,41.86,-0.7601
ema_pullback_20_50,UK100.cash,D1,1.0,1.5,1.5,True,164,45.12,-0.5563,-0.5563,0.459,-723.96,0.054,5,727.56,0.73,,-0.511,-9.76,0.05,-100.0,82,82,50.0,-0.4761
ema_cross_9_20,XPDUSD,H1,1.0,1.5,1.5,True,184,45.11,-0.1934,-0.1934,0.757,-4743.94,0.37,7,5664.13,5.65,,-0.194,-9.78,0.05,-100.0,118,66,48.48,-0.1108
ema_pullback_20_50,XPTUSD,H1,1.0,1.5,1.5,True,723,45.09,-0.2632,-0.2632,0.679,-20474.26,1.454,11,20871.44,20.85,,-0.262,-9.82,0.05,-100.0,437,286,45.45,-0.239
donchian_20,XPDUSD,H1,1.0,1.5,1.5,True,322,45.03,-0.194,-0.194,0.773,-8089.44,0.647,7,9466.81,9.45,,-0.194,-9.94,0.05,-100.0,187,135,48.15,-0.1187
ema_pullback_20_50,EURGBP,D1,1.0,1.5,1.5,True,183,44.81,-0.3051,-0.3051,0.633,-3192.92,0.065,9,3436.99,3.43,,-0.301,-10.38,0.05,-100.0,108,75,46.67,-0.2953
donchian_20,XPTUSD,H1,1.0,1.5,1.5,True,326,44.79,-0.2015,-0.2015,0.686,-12686.61,0.655,13,12787.02,12.77,,-0.202,-10.43,0.05,-100.0,194,132,47.73,-0.1256
donchian_20,EURJPY,M15,1.0,1.5,1.5,True,334,44.61,-0.609,-0.609,0.29,-1932.16,2.896,10,1932.16,1.93,,-0.606,-10.78,0.05,-100.0,198,136,44.85,-0.6653
ema_cross_9_20,GBPUSD,M15,1.0,1.5,1.5,True,175,44.57,-0.5258,-0.5258,0.373,-1087.1,1.517,5,1102.0,1.1,,-0.524,-10.86,0.05,-100.0,106,69,49.28,-0.4488
ema_pullback_20_50,XPDUSD,H1,1.0,1.5,1.5,True,678,44.54,-0.2778,-0.2778,0.626,-21950.29,1.363,10,22253.76,22.19,,-0.277,-10.91,0.05,-100.0,426,252,43.25,-0.274
ema_pullback_20_50,XPDUSD,M15,1.0,1.5,1.5,True,670,44.48,-0.2856,-0.2856,0.634,-17193.72,5.437,9,17398.2,17.4,,-0.284,-11.04,0.05,-100.0,444,226,42.92,-0.3354
donchian_20,USDCHF,M15,1.0,1.5,1.5,True,335,44.48,-0.583,-0.583,0.304,-2048.12,2.905,10,2051.94,2.05,,-0.585,-11.04,0.05,-100.0,207,128,46.09,-0.5622
ema_cross_9_20,US2000.cash,D1,1.0,1.5,1.5,True,45,44.44,-0.671,-0.671,0.232,-167.81,0.016,3,186.24,0.19,,-0.636,-11.11,0.05,-100.0,27,18,50.0,-0.6008
ema_cross_12_26,US30.cash,M15,1.0,1.5,1.5,True,126,44.44,-0.6378,-0.6378,0.278,-632.57,1.028,9,637.62,0.64,,-0.626,-11.11,0.05,-100.0,80,46,43.48,-0.6572
ema_pullback_20_50,USDSEK,H1,1.0,1.5,1.5,True,585,44.44,-0.4486,-0.4486,0.477,-5355.8,1.246,10,5395.77,5.39,,-0.439,-11.11,0.05,-100.0,307,278,45.32,-0.461
ema_pullback_20_50,USDCHF,H1,1.0,1.5,1.5,True,610,44.43,-0.5128,-0.5128,0.412,-4701.55,1.3,8,4716.63,4.72,,-0.499,-11.15,0.05,-100.0,349,261,45.59,-0.5012
donchian_55,EURJPY,M15,1.0,1.5,1.5,True,196,44.39,-0.627,-0.627,0.271,-1134.62,1.7,11,1134.65,1.13,,-0.625,-11.22,0.05,-100.0,106,90,40.0,-0.7743
rsi_30_70,US30.cash,M15,1.0,1.5,1.5,True,122,44.26,-0.6036,-0.6036,0.381,-541.76,0.995,8,544.18,0.54,,-0.571,-11.48,0.05,-100.0,80,42,42.86,-0.6274
ema_cross_9_20,EURGBP,D1,1.0,1.5,1.5,True,52,44.23,-0.2243,-0.2243,0.656,-1130.09,0.018,6,1618.28,1.62,,-0.224,-11.54,0.05,-100.0,31,21,42.86,-0.262
donchian_55,NZDUSD,D1,1.0,1.5,1.5,True,43,44.19,-0.2257,-0.2257,0.658,-869.52,0.015,4,1181.58,1.18,,-0.224,-11.63,0.05,-100.0,27,16,31.25,-0.4861
ema_cross_9_20,USDCAD,H1,1.0,1.5,1.5,True,170,44.12,-0.4777,-0.4777,0.387,-1209.31,0.362,6,1238.87,1.24,,-0.478,-11.76,0.05,-100.0,110,60,41.67,-0.5624
ema_cross_9_20,XAUUSD,M15,1.0,1.5,1.5,True,170,44.12,-0.2079,-0.2079,0.715,-5768.62,1.38,8,6521.87,6.5,,-0.208,-11.76,0.05,-100.0,97,73,42.47,-0.2405
donchian_20,NZDUSD,M15,1.0,1.5,1.5,True,323,43.96,-0.7175,-0.7175,0.225,-1789.15,2.801,12,1806.67,1.81,,-0.715,-12.07,0.05,-100.0,208,115,43.48,-0.7325
donchian_55,XPDUSD,M15,1.0,1.5,1.5,True,180,43.89,-0.2162,-0.2162,0.625,-6989.91,1.461,5,7549.23,7.51,,-0.217,-12.22,0.05,-100.0,123,57,40.35,-0.2925
donchian_55,XPDUSD,H1,1.0,1.5,1.5,True,210,43.81,-0.2188,-0.2188,0.681,-7749.81,0.422,6,7843.23,7.84,,-0.22,-12.38,0.05,-100.0,121,89,44.94,-0.1842
rsi_30_70,USDCAD,H1,1.0,1.5,1.5,True,105,43.81,-0.4641,-0.4641,0.392,-825.15,0.224,8,875.48,0.88,,-0.462,-12.38,0.05,-100.0,54,51,45.1,-0.4778
